,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,catalyst,ligand
2939,1__PF-06874075____,SCRN_149,00119131-2100,RKB-03670307,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:7]([C:8]([CH2:12][CH2:11][CH2:10]2)=[N:9]2)[cH:6][n:4]([CH3:5])[n:3]1>>[CH3:1][c:2]1[c:7]([CH:8]2[NH:9][CH2:10][CH2:11][CH2:12]2)[cH:6][n:4]([CH3:5])[n:3]1,PF-06875621,Cc1nn(C)cc1C2CCCN2,1,,5564.3,0,MeOH,25.0,18.0,0.125,,,,,Ir-93,0.25,,,,,"(S,S,R,R)-TangPhos",1.0,PF-06874075,n1(nc(c(c1)C=1CCCN1)C)C,,,,,,,,MFCD00011355,I2,,,,Hydrogenation,Ir-93,"(S,S,R,R)-TangPhos"
2940,1__PF-06874075____,SCRN_149,00119131-2100,RKB-03670308,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:7]([C:8]([CH2:12][CH2:11][CH2:10]2)=[N:9]2)[cH:6][n:4]([CH3:5])[n:3]1>>[CH3:1][c:2]1[c:7]([CH:8]2[NH:9][CH2:10][CH2:11][CH2:12]2)[cH:6][n:4]([CH3:5])[n:3]1,PF-06875621,Cc1nn(C)cc1C2CCCN2,1,,4268.6,0,MeOH,25.0,18.0,0.125,,,,,Ir-93,0.25,,,,,(R)-DM-SEGPHOS,1.0,PF-06874075,n1(nc(c(c1)C=1CCCN1)C)C,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,Ir-93,(R)-DM-SEGPHOS
2946,1__PF-06861930__MFCD00070838__,SCRN_275,00119131-1947,RKB-03634999,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,655959.1875,0,IPA,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-368,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,100.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,C1-368,
2947,1__PF-06861930__MFCD00070838__,SCRN_275,00119131-1947,RKB-03635000,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,484903.46875,0,IPA,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-308,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,100.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,C1-308,
2948,1__PF-06861930__MFCD00070838__,SCRN_275,00119131-1947,RKB-03635001,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,360566.875,0,DCM,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-360,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,100.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,C1-360,
2949,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635817,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,148363.265625,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],,,Ir-93,0.125,MFCD02684544,N([C@@H]1[C@@H](NC(c2ccccn2)=O)CCCC1)C(c1ccccn1)=O,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],N([C@@H]1[C@@H](NC(c2ccccn2)=O)CCCC1)C(c1ccccn1)=O
2950,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635818,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,96522.9765625,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD07369030,C1(C(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)CCC1)[C@H](N(C)C)c1ccccc1.C1(C(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)CCC1)[C@H](N(C)C)c1ccccc1.[Fe],Ir-93,0.125,MFCD07369030,C1(C(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)CCC1)[C@H](N(C)C)c1ccccc1.C1(C(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)CCC1)[C@H](N(C)C)c1ccccc1.[Fe],,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],C1(C(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)CCC1)[C@H](N(C)C)c1ccccc1.C1(C(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)CCC1)[C@H](N(C)C)c1ccccc1.[Fe]
2951,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635819,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,91433.0263671875,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],,,Ir-93,0.125,MFCD11112167,[Fe].C1CCCC1.[Fe].C1CCCC1.C1CC(C(C1)P(c1ccccc1)c1ccccc1)C1CCCC1P(c1ccccc1)c1ccccc1,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],[Fe].C1CCCC1.[Fe].C1CCCC1.C1CC(C(C1)P(c1ccccc1)c1ccccc1)C1CCCC1P(c1ccccc1)c1ccccc1
2952,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635820,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,80634.525390625,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],,,Ir-93,0.125,MFCD18827475,C1CCCC1P(C1CCCCC1)C1CCCCC1.C1CCCC1.C1CCC(C1)P(c1ccccc1)C1C(CCC1)[C@H](C)N(C)C.[Fe].[Fe],,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],C1CCCC1P(C1CCCCC1)C1CCCCC1.C1CCCC1.C1CCC(C1)P(c1ccccc1)C1C(CCC1)[C@H](C)N(C)C.[Fe].[Fe]
2953,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635821,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,80125.9521484375,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD01074442,P(C1C([C@H](P(C(C)(C)C)C(C)(C)C)C)CCC1)(c1ccccc1)c1ccccc1.C1CCCC1.[Fe],Ir-93,0.125,MFCD01074442,P(C1C([C@H](P(C(C)(C)C)C(C)(C)C)C)CCC1)(c1ccccc1)c1ccccc1.C1CCCC1.[Fe],,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],P(C1C([C@H](P(C(C)(C)C)C(C)(C)C)C)CCC1)(c1ccccc1)c1ccccc1.C1CCCC1.[Fe]
2954,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635822,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,75291.99609375,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD08561148,C1CCCC1.[Fe].c1ccc(cc1)P(c1ccccc1)C1CCCC1[C@H](C)P(c1cc(C)cc(C)c1)c1cc(C)cc(C)c1,Ir-93,0.125,MFCD08561148,C1CCCC1.[Fe].c1ccc(cc1)P(c1ccccc1)C1CCCC1[C@H](C)P(c1cc(C)cc(C)c1)c1cc(C)cc(C)c1,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],C1CCCC1.[Fe].c1ccc(cc1)P(c1ccccc1)C1CCCC1[C@H](C)P(c1cc(C)cc(C)c1)c1cc(C)cc(C)c1
2955,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635823,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,73802.1171875,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],,,Ir-93,0.125,MFCD03791037,c1([C@@H]([C@H](c2ccccc2)N)NS(C)(=O)=O)ccccc1,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],c1([C@@H]([C@H](c2ccccc2)N)NS(C)(=O)=O)ccccc1
2956,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635824,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,72454.15625,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD04117706,C1(C(P(C2CCCCC2)C2CCCCC2)CCC1)[C@H](c1c(P(C2CCCCC2)C2CCCCC2)cccc1)N(C)C.C1CCCC1.[Fe],Ir-93,0.125,MFCD04117706,C1(C(P(C2CCCCC2)C2CCCCC2)CCC1)[C@H](c1c(P(C2CCCCC2)C2CCCCC2)cccc1)N(C)C.C1CCCC1.[Fe],,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],C1(C(P(C2CCCCC2)C2CCCCC2)CCC1)[C@H](c1c(P(C2CCCCC2)C2CCCCC2)cccc1)N(C)C.C1CCCC1.[Fe]
2957,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635825,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,71166.875,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD00009760,P(c1ccccc1)(c1ccccc1)C[C@@H]1[C@@H](CP(c2ccccc2)c2ccccc2)OC(O1)(C)C,Ir-93,0.125,MFCD00009760,P(c1ccccc1)(c1ccccc1)C[C@@H]1[C@@H](CP(c2ccccc2)c2ccccc2)OC(O1)(C)C,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],P(c1ccccc1)(c1ccccc1)C[C@@H]1[C@@H](CP(c2ccccc2)c2ccccc2)OC(O1)(C)C
2958,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635826,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,69746.9375,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD20527207,[Fe].C1(CCCC1P(c1ccccc1)C1CCCC1)[C@@H](N(C)C)C.[Fe].C1CCCC1.C1CCCC1P(c1ccccc1)C1CCCC1[C@@H](N(C)C)C.[Fe].C1CCCC1,Ir-93,0.125,MFCD20527207,[Fe].C1(CCCC1P(c1ccccc1)C1CCCC1)[C@@H](N(C)C)C.[Fe].C1CCCC1.C1CCCC1P(c1ccccc1)C1CCCC1[C@@H](N(C)C)C.[Fe].C1CCCC1,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],[Fe].C1(CCCC1P(c1ccccc1)C1CCCC1)[C@@H](N(C)C)C.[Fe].C1CCCC1.C1CCCC1P(c1ccccc1)C1CCCC1[C@@H](N(C)C)C.[Fe].C1CCCC1
2959,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635827,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,66176.7109375,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD03426988,c12c3c4c(ccc3op(oc2ccc2c1cccc2)N(C)C)cccc4,Ir-93,0.125,MFCD03426988,c12c3c4c(ccc3op(oc2ccc2c1cccc2)N(C)C)cccc4,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],c12c3c4c(ccc3op(oc2ccc2c1cccc2)N(C)C)cccc4
2960,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635828,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,66030.4921875,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD17018796,C1(=N[C@@H](CO1)C(C)C)C1C(P(c2ccccc2)c2ccccc2)CCC1.[Fe].C1CCCC1,Ir-93,0.125,MFCD17018796,C1(=N[C@@H](CO1)C(C)C)C1C(P(c2ccccc2)c2ccccc2)CCC1.[Fe].C1CCCC1,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],C1(=N[C@@H](CO1)C(C)C)C1C(P(c2ccccc2)c2ccccc2)CCC1.[Fe].C1CCCC1
2961,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635829,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,60775.59375,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD00142336,c1(c(P2[C@@H](CC[C@H]2C)C)cccc1)P1[C@@H](CC[C@H]1C)C,Ir-93,0.125,MFCD00142336,c1(c(P2[C@@H](CC[C@H]2C)C)cccc1)P1[C@@H](CC[C@H]1C)C,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],c1(c(P2[C@@H](CC[C@H]2C)C)cccc1)P1[C@@H](CC[C@H]1C)C
2962,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635830,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,59779.17578125,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD06658115,c12c3c(P(c4ccccc4)c4ccccc4)cccc3OCCCOc2cccc1P(c1ccccc1)c1ccccc1,Ir-93,0.125,MFCD06658115,c12c3c(P(c4ccccc4)c4ccccc4)cccc3OCCCOc2cccc1P(c1ccccc1)c1ccccc1,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],c12c3c(P(c4ccccc4)c4ccccc4)cccc3OCCCOc2cccc1P(c1ccccc1)c1ccccc1
2963,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635831,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,58888.5546875,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD04974235,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)cc(nc2OC)OC)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)cc(nc1OC)OC,Ir-93,0.125,MFCD04974235,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)cc(nc2OC)OC)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)cc(nc1OC)OC,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)cc(nc2OC)OC)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)cc(nc1OC)OC
2964,1__PF-06861930____,SCRN_186,00119131-1950,RKB-03635832,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,1,225.0,57283.01953125,0,DCE,25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],,,Ir-93,0.125,MFCD01863518,N([C@@H]1[C@@H](NS(c2ccc(cc2)C)(=O)=O)CCCC1)S(c1ccc(cc1)C)(=O)=O,,,,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,,,,,,,,,None,,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],N([C@@H]1[C@@H](NS(c2ccc(cc2)C)(=O)=O)CCCC1)S(c1ccc(cc1)C)(=O)=O
