,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,react_1_canon,react_2_canon,halide,nuc,catalyst,ligand,Year
607,659,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612244,ULLMANN,Metal Mediated,[CH3:1][C@H:2]([N:5]1[CH2:10][C@H:8]([CH3:9])[CH2:7][CH2:6]1)[CH2:3][OH:4].[CH3:11][C:12]([c:28]([c:16]1[O:15][CH:14]2[c:29]3[cH:34][cH:33][c:32](I)[cH:31][cH:30]3)[cH:27][c:19]([O:20][CH:21]4[O:26][CH2:25][CH2:24][CH2:23][CH2:22]4)[cH:18][cH:17]1)=[C:13]2[c:35]5[cH:47][cH:46][c:38]([O:39][CH:40]6[O:45][CH2:44][CH2:43][CH2:42][CH2:41]6)[cH:37][cH:36]5>>[CH3:1][C@H:2]([N:5]1[CH2:10][C@H:8]([CH3:9])[CH2:7][CH2:6]1)[CH2:3][O:4][c:32]2[cH:33][cH:34][c:29]([CH:14]3[C:13]([c:35]4[cH:47][cH:46][c:38]([O:39][CH:40]5[O:45][CH2:44][CH2:43][CH2:42][CH2:41]5)[cH:37][cH:36]4)=[C:12]([CH3:11])[c:28]([c:16]6[O:15]3)[cH:27][c:19]([O:20][CH:21]7[O:26][CH2:25][CH2:24][CH2:23][CH2:22]7)[cH:18][cH:17]6)[cH:30][cH:31]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,464916.5625,-0.548514228938019,Dioxane,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00004790,c1(/C=C/C(/C=C/c2ccccc2)=O)ccccc1,CuI,0.25,MFCD00004790,c1(/C=C/C(/C=C/c2ccccc2)=O)ccccc1,,,dba,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c1(/C=C/C(/C=C/c2ccccc2)=O)ccccc1,2015
608,660,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612245,ULLMANN,Metal Mediated,[CH3:1][C:2]([c:18]([c:6]1[O:5][CH:4]2[c:19]3[cH:24][cH:23][c:22](I)[cH:21][cH:20]3)[cH:17][c:9]([O:10][CH:11]4[O:16][CH2:15][CH2:14][CH2:13][CH2:12]4)[cH:8][cH:7]1)=[C:3]2[c:25]5[cH:37][cH:36][c:28]([O:29][CH:30]6[O:35][CH2:34][CH2:33][CH2:32][CH2:31]6)[cH:27][cH:26]5.[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][OH:41]>>[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][O:41][c:22]2[cH:23][cH:24][c:19]([CH:4]3[C:3]([c:25]4[cH:37][cH:36][c:28]([O:29][CH:30]5[O:35][CH2:34][CH2:33][CH2:32][CH2:31]5)[cH:27][cH:26]4)=[C:2]([CH3:1])[c:18]([c:6]6[O:5]3)[cH:17][c:9]([O:10][CH:11]7[O:16][CH2:15][CH2:14][CH2:13][CH2:12]7)[cH:8][cH:7]6)[cH:20][cH:21]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,458329.025878906,-0.28049481620898,Dioxane,100.0,18.0,0.125,MFCD00010978,[Cu]I,PNU-0017404,N(C(C(NNC(C)C)=O)=O)NC(C)C,CuI,0.25,PNU-0017404,N(C(C(NNC(C)C)=O)=O)NC(C)C,,,PNU-0017404,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,N(C(C(NNC(C)C)=O)=O)NC(C)C,2015
609,661,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612246,ULLMANN,Metal Mediated,[CH3:1][C:2]([c:18]([c:6]1[O:5][CH:4]2[c:19]3[cH:24][cH:23][c:22](I)[cH:21][cH:20]3)[cH:17][c:9]([O:10][CH:11]4[O:16][CH2:15][CH2:14][CH2:13][CH2:12]4)[cH:8][cH:7]1)=[C:3]2[c:25]5[cH:37][cH:36][c:28]([O:29][CH:30]6[O:35][CH2:34][CH2:33][CH2:32][CH2:31]6)[cH:27][cH:26]5.[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][OH:41]>>[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][O:41][c:22]2[cH:23][cH:24][c:19]([CH:4]3[C:3]([c:25]4[cH:37][cH:36][c:28]([O:29][CH:30]5[O:35][CH2:34][CH2:33][CH2:32][CH2:31]5)[cH:27][cH:26]4)=[C:2]([CH3:1])[c:18]([c:6]6[O:5]3)[cH:17][c:9]([O:10][CH:11]7[O:16][CH2:15][CH2:14][CH2:13][CH2:12]7)[cH:8][cH:7]6)[cH:20][cH:21]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,441022.0390625,0.0,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MCP-44381,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,CuI,0.25,MCP-44381,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,,,DMPAO-tBuMe,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,2015
610,662,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612247,ULLMANN,Metal Mediated,[CH3:1][C:2]([c:18]([c:6]1[O:5][CH:4]2[c:19]3[cH:24][cH:23][c:22](I)[cH:21][cH:20]3)[cH:17][c:9]([O:10][CH:11]4[O:16][CH2:15][CH2:14][CH2:13][CH2:12]4)[cH:8][cH:7]1)=[C:3]2[c:25]5[cH:37][cH:36][c:28]([O:29][CH:30]6[O:35][CH2:34][CH2:33][CH2:32][CH2:31]6)[cH:27][cH:26]5.[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][OH:41]>>[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][O:41][c:22]2[cH:23][cH:24][c:19]([CH:4]3[C:3]([c:25]4[cH:37][cH:36][c:28]([O:29][CH:30]5[O:35][CH2:34][CH2:33][CH2:32][CH2:31]5)[cH:27][cH:26]4)=[C:2]([CH3:1])[c:18]([c:6]6[O:5]3)[cH:17][c:9]([O:10][CH:11]7[O:16][CH2:15][CH2:14][CH2:13][CH2:12]7)[cH:8][cH:7]6)[cH:20][cH:21]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,424755.125,0.0,Dioxane,100.0,18.0,0.125,MFCD00010978,[Cu]I,MCP-91301,c1(c(cccc1C)CC)NC(C(O)=O)=O,CuI,0.25,MCP-91301,c1(c(cccc1C)CC)NC(C(O)=O)=O,,,DMPAO-EtMe,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c1(c(cccc1C)CC)NC(C(O)=O)=O,2015
611,663,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612248,ULLMANN,Metal Mediated,[CH3:1][C@H:2]([N:5]1[CH2:10][C@H:8]([CH3:9])[CH2:7][CH2:6]1)[CH2:3][OH:4].[CH3:11][C:12]([c:28]([c:16]1[O:15][CH:14]2[c:29]3[cH:34][cH:33][c:32](I)[cH:31][cH:30]3)[cH:27][c:19]([O:20][CH:21]4[O:26][CH2:25][CH2:24][CH2:23][CH2:22]4)[cH:18][cH:17]1)=[C:13]2[c:35]5[cH:47][cH:46][c:38]([O:39][CH:40]6[O:45][CH2:44][CH2:43][CH2:42][CH2:41]6)[cH:37][cH:36]5>>[CH3:1][C@H:2]([N:5]1[CH2:10][C@H:8]([CH3:9])[CH2:7][CH2:6]1)[CH2:3][O:4][c:32]2[cH:33][cH:34][c:29]([CH:14]3[C:13]([c:35]4[cH:47][cH:46][c:38]([O:39][CH:40]5[O:45][CH2:44][CH2:43][CH2:42][CH2:41]5)[cH:37][cH:36]4)=[C:12]([CH3:11])[c:28]([c:16]6[O:15]3)[cH:27][c:19]([O:20][CH:21]7[O:26][CH2:25][CH2:24][CH2:23][CH2:22]7)[cH:18][cH:17]6)[cH:30][cH:31]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,413236.80859375,0.0,Dioxane,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00233882,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,CuI,0.25,MFCD00233882,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,,,DichloroPhen,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,2015
612,664,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612249,ULLMANN,Metal Mediated,[CH3:1][C:2]([c:18]([c:6]1[O:5][CH:4]2[c:19]3[cH:24][cH:23][c:22](I)[cH:21][cH:20]3)[cH:17][c:9]([O:10][CH:11]4[O:16][CH2:15][CH2:14][CH2:13][CH2:12]4)[cH:8][cH:7]1)=[C:3]2[c:25]5[cH:37][cH:36][c:28]([O:29][CH:30]6[O:35][CH2:34][CH2:33][CH2:32][CH2:31]6)[cH:27][cH:26]5.[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][OH:41]>>[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][O:41][c:22]2[cH:23][cH:24][c:19]([CH:4]3[C:3]([c:25]4[cH:37][cH:36][c:28]([O:29][CH:30]5[O:35][CH2:34][CH2:33][CH2:32][CH2:31]5)[cH:27][cH:26]4)=[C:2]([CH3:1])[c:18]([c:6]6[O:5]3)[cH:17][c:9]([O:10][CH:11]7[O:16][CH2:15][CH2:14][CH2:13][CH2:12]7)[cH:8][cH:7]6)[cH:20][cH:21]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,393726.796875,0.0,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00134224,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,CuI,0.25,MFCD00134224,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,,,Phen.CuCl2,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,2015
613,665,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612250,ULLMANN,Metal Mediated,[CH3:1][C:2]([c:18]([c:6]1[O:5][CH:4]2[c:19]3[cH:24][cH:23][c:22](I)[cH:21][cH:20]3)[cH:17][c:9]([O:10][CH:11]4[O:16][CH2:15][CH2:14][CH2:13][CH2:12]4)[cH:8][cH:7]1)=[C:3]2[c:25]5[cH:37][cH:36][c:28]([O:29][CH:30]6[O:35][CH2:34][CH2:33][CH2:32][CH2:31]6)[cH:27][cH:26]5.[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][OH:41]>>[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][O:41][c:22]2[cH:23][cH:24][c:19]([CH:4]3[C:3]([c:25]4[cH:37][cH:36][c:28]([O:29][CH:30]5[O:35][CH2:34][CH2:33][CH2:32][CH2:31]5)[cH:27][cH:26]4)=[C:2]([CH3:1])[c:18]([c:6]6[O:5]3)[cH:17][c:9]([O:10][CH:11]7[O:16][CH2:15][CH2:14][CH2:13][CH2:12]7)[cH:8][cH:7]6)[cH:20][cH:21]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,321092.193359375,-0.439908460773793,Dioxane,100.0,18.0,0.125,MFCD00010978,[Cu]I,PNU-0043218,c1(c(c(c(c(c1C)C)NC(C(O)=O)=O)C)C)NC(C(O)=O)=O,CuI,0.25,PNU-0043218,c1(c(c(c(c(c1C)C)NC(C(O)=O)=O)C)C)NC(C(O)=O)=O,,,DMPAO-MeDimer,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c1(c(c(c(c(c1C)C)NC(C(O)=O)=O)C)C)NC(C(O)=O)=O,2015
614,666,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612251,ULLMANN,Metal Mediated,[CH3:1][C@H:2]([N:5]1[CH2:10][C@H:8]([CH3:9])[CH2:7][CH2:6]1)[CH2:3][OH:4].[CH3:11][C:12]([c:28]([c:16]1[O:15][CH:14]2[c:29]3[cH:34][cH:33][c:32](I)[cH:31][cH:30]3)[cH:27][c:19]([O:20][CH:21]4[O:26][CH2:25][CH2:24][CH2:23][CH2:22]4)[cH:18][cH:17]1)=[C:13]2[c:35]5[cH:47][cH:46][c:38]([O:39][CH:40]6[O:45][CH2:44][CH2:43][CH2:42][CH2:41]6)[cH:37][cH:36]5>>[CH3:1][C@H:2]([N:5]1[CH2:10][C@H:8]([CH3:9])[CH2:7][CH2:6]1)[CH2:3][O:4][c:32]2[cH:33][cH:34][c:29]([CH:14]3[C:13]([c:35]4[cH:47][cH:46][c:38]([O:39][CH:40]5[O:45][CH2:44][CH2:43][CH2:42][CH2:41]5)[cH:37][cH:36]4)=[C:12]([CH3:11])[c:28]([c:16]6[O:15]3)[cH:27][c:19]([O:20][CH:21]7[O:26][CH2:25][CH2:24][CH2:23][CH2:22]7)[cH:18][cH:17]6)[cH:30][cH:31]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,311871.4296875,-0.167857936010014,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00006312,c1(ccccn1)N,CuI,0.25,MFCD00006312,c1(ccccn1)N,,,2-aminopyridine,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c1(ccccn1)N,2015
615,667,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612252,ULLMANN,Metal Mediated,[CH3:1][C:2]([c:18]([c:6]1[O:5][CH:4]2[c:19]3[cH:24][cH:23][c:22](I)[cH:21][cH:20]3)[cH:17][c:9]([O:10][CH:11]4[O:16][CH2:15][CH2:14][CH2:13][CH2:12]4)[cH:8][cH:7]1)=[C:3]2[c:25]5[cH:37][cH:36][c:28]([O:29][CH:30]6[O:35][CH2:34][CH2:33][CH2:32][CH2:31]6)[cH:27][cH:26]5.[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][OH:41]>>[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][O:41][c:22]2[cH:23][cH:24][c:19]([CH:4]3[C:3]([c:25]4[cH:37][cH:36][c:28]([O:29][CH:30]5[O:35][CH2:34][CH2:33][CH2:32][CH2:31]5)[cH:27][cH:26]4)=[C:2]([CH3:1])[c:18]([c:6]6[O:5]3)[cH:17][c:9]([O:10][CH:11]7[O:16][CH2:15][CH2:14][CH2:13][CH2:12]7)[cH:8][cH:7]6)[cH:20][cH:21]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,252734.37109375,0.0,Dioxane,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00134224,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,CuI,0.25,MFCD00134224,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,,,Phen.CuCl2,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,2015
616,668,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612253,ULLMANN,Metal Mediated,[CH3:1][C:2]([c:18]([c:6]1[O:5][CH:4]2[c:19]3[cH:24][cH:23][c:22](I)[cH:21][cH:20]3)[cH:17][c:9]([O:10][CH:11]4[O:16][CH2:15][CH2:14][CH2:13][CH2:12]4)[cH:8][cH:7]1)=[C:3]2[c:25]5[cH:37][cH:36][c:28]([O:29][CH:30]6[O:35][CH2:34][CH2:33][CH2:32][CH2:31]6)[cH:27][cH:26]5.[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][OH:41]>>[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][O:41][c:22]2[cH:23][cH:24][c:19]([CH:4]3[C:3]([c:25]4[cH:37][cH:36][c:28]([O:29][CH:30]5[O:35][CH2:34][CH2:33][CH2:32][CH2:31]5)[cH:27][cH:26]4)=[C:2]([CH3:1])[c:18]([c:6]6[O:5]3)[cH:17][c:9]([O:10][CH:11]7[O:16][CH2:15][CH2:14][CH2:13][CH2:12]7)[cH:8][cH:7]6)[cH:20][cH:21]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,33000.9521484375,-0.590367363696714,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00671527,N([C@H]1[C@H](NC)CCCC1)C,CuI,0.25,MFCD00671527,N([C@H]1[C@H](NC)CCCC1)C,,,DMCyHDiA,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,N([C@H]1[C@H](NC)CCCC1)C,2015
617,669,0__PF-06853100__MFCD23381340__,SCRN_52,00119131-1824,RKB-03612254,ULLMANN,Metal Mediated,[CH3:1][C:2]([c:18]([c:6]1[O:5][CH:4]2[c:19]3[cH:24][cH:23][c:22](I)[cH:21][cH:20]3)[cH:17][c:9]([O:10][CH:11]4[O:16][CH2:15][CH2:14][CH2:13][CH2:12]4)[cH:8][cH:7]1)=[C:3]2[c:25]5[cH:37][cH:36][c:28]([O:29][CH:30]6[O:35][CH2:34][CH2:33][CH2:32][CH2:31]6)[cH:27][cH:26]5.[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][OH:41]>>[CH3:38][C@H:39]([N:42]1[CH2:47][C@H:45]([CH3:46])[CH2:44][CH2:43]1)[CH2:40][O:41][c:22]2[cH:23][cH:24][c:19]([CH:4]3[C:3]([c:25]4[cH:37][cH:36][c:28]([O:29][CH:30]5[O:35][CH2:34][CH2:33][CH2:32][CH2:31]5)[cH:27][cH:26]4)=[C:2]([CH3:1])[c:18]([c:6]6[O:5]3)[cH:17][c:9]([O:10][CH:11]7[O:16][CH2:15][CH2:14][CH2:13][CH2:12]7)[cH:8][cH:7]6)[cH:20][cH:21]2,PF-06853101,C[C@@H](COc1ccc(cc1)C2Oc3ccc(OC4CCCCO4)cc3C(=C2c5ccc(OC6CCCCO6)cc5)C)N7CC[C@@H](C)C7,0,225.0,30228.3159179688,0.0,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00005219,c1(C(O)=O)ccc[nH]1,CuI,0.25,MFCD00005219,c1(C(O)=O)ccc[nH]1,,,Pyrrole-2-carboxylic acid,1.0,PF-06853100,c12c(OC(C(=C1C)c1ccc(cc1)OC1CCCCO1)c1ccc(cc1)I)ccc(c2)OC1OCCCC1,,MFCD23381340,N1(C[C@@H](CC1)C)[C@H](CO)C,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H](CO)N1CC[C@@H](C)C1,[Cu]I,c1(C(O)=O)ccc[nH]1,2015
